id|query|createdAt|updatedAt|UserId
660|""|2020-09-06 16:35:58.377+00|2020-09-06 16:35:58.377+00|2649
661|healthcare|2020-09-06 16:36:01.865+00|2020-09-06 16:36:01.865+00|2649
662|amy|2020-09-06 16:36:06.606+00|2020-09-06 16:36:06.606+00|2618
663|any|2020-09-06 16:36:06.895+00|2020-09-06 16:36:06.895+00|2618
664|""|2020-09-06 16:36:20.846+00|2020-09-06 16:36:20.846+00|2618
665|Animals|2020-09-06 17:18:36.407+00|2020-09-06 17:18:36.407+00|2703
666|dowjones|2020-09-06 17:20:09.416+00|2020-09-06 17:20:09.416+00|2541
667|malik_3915|2020-09-06 18:46:48.343+00|2020-09-06 18:46:48.343+00|2540
668|malik_3915|2020-09-06 18:47:06.782+00|2020-09-06 18:47:06.782+00|2540
669|ambiente|2020-09-06 19:38:55.688+00|2020-09-06 19:38:55.688+00|2620
670|""|2020-09-06 19:39:00.311+00|2020-09-06 19:39:00.311+00|2620
671|jamal_8048|2020-09-06 20:45:17.847+00|2020-09-06 20:45:17.847+00|2333
672|Wealth|2020-09-06 20:45:52.162+00|2020-09-06 20:45:52.162+00|2638
673|Wealth|2020-09-06 20:46:05.704+00|2020-09-06 20:46:05.704+00|2638
674|tax|2020-09-06 20:46:16.439+00|2020-09-06 20:46:16.439+00|2638
675|taxes|2020-09-06 20:46:23.464+00|2020-09-06 20:46:23.464+00|2638
676|covid|2020-09-06 20:46:46.867+00|2020-09-06 20:46:46.867+00|2333
677|taxes|2020-09-06 20:47:12.563+00|2020-09-06 20:47:12.563+00|2638
678|tax|2020-09-06 20:47:24.382+00|2020-09-06 20:47:24.382+00|2638
679|wealth|2020-09-06 20:51:09.079+00|2020-09-06 20:51:09.079+00|2638
680|tax|2020-09-06 20:52:57.562+00|2020-09-06 20:52:57.562+00|2638
681|politics|2020-09-06 20:53:09.686+00|2020-09-06 20:53:09.686+00|2638
682|dow|2020-09-06 20:56:47.231+00|2020-09-06 20:56:47.231+00|2638
683|americafirst|2020-09-06 21:07:37.019+00|2020-09-06 21:07:37.019+00|2610
684|covid|2020-09-06 21:23:46.293+00|2020-09-06 21:23:46.293+00|2655
685|terriost|2020-09-06 23:18:09.165+00|2020-09-06 23:18:09.165+00|2714
686|terrorist|2020-09-06 23:18:25.777+00|2020-09-06 23:18:25.777+00|2714
687|terrorist|2020-09-06 23:20:29.811+00|2020-09-06 23:20:29.811+00|2714
688|tax|2020-09-06 23:21:19.983+00|2020-09-06 23:21:19.983+00|2714
689|tax|2020-09-06 23:27:05.551+00|2020-09-06 23:27:05.551+00|2714
690|tax|2020-09-06 23:27:11.017+00|2020-09-06 23:27:11.017+00|2714
691|tax|2020-09-06 23:27:11.352+00|2020-09-06 23:27:11.352+00|2714
692|tax|2020-09-06 23:29:51.677+00|2020-09-06 23:29:51.677+00|2714
693|jones|2020-09-06 23:34:48.935+00|2020-09-06 23:34:48.935+00|2714
694|dow|2020-09-06 23:34:56.504+00|2020-09-06 23:34:56.504+00|2714
695|dow|2020-09-06 23:45:41.979+00|2020-09-06 23:45:41.979+00|2714
696|terrorist|2020-09-06 23:47:46.628+00|2020-09-06 23:47:46.628+00|2714
697|terrorist|2020-09-06 23:52:22.428+00|2020-09-06 23:52:22.428+00|2714
698|terrorist|2020-09-06 23:53:04.066+00|2020-09-06 23:53:04.066+00|2714
699|tax|2020-09-07 00:07:36.584+00|2020-09-07 00:07:36.584+00|2714
700|COVID|2020-09-07 01:05:38.051+00|2020-09-07 01:05:38.051+00|2339
701|Earth|2020-09-07 01:35:36.171+00|2020-09-07 01:35:36.171+00|2703
702|climate|2020-09-07 01:35:43.647+00|2020-09-07 01:35:43.647+00|2703
703|environment|2020-09-07 01:35:56.206+00|2020-09-07 01:35:56.206+00|2703
704|nuclear|2020-09-07 02:02:59.023+00|2020-09-07 02:02:59.023+00|2610
705|gmo|2020-09-07 02:40:26.592+00|2020-09-07 02:40:26.592+00|2702
706|gmo|2020-09-07 02:40:28.436+00|2020-09-07 02:40:28.436+00|2702
707|corona|2020-09-07 02:40:39.252+00|2020-09-07 02:40:39.252+00|2702
708|bill|2020-09-07 02:40:51.253+00|2020-09-07 02:40:51.253+00|2702
709|government|2020-09-07 02:41:35.285+00|2020-09-07 02:41:35.285+00|2702
710|wealth|2020-09-07 02:59:38.594+00|2020-09-07 02:59:38.594+00|2709
711|terrorist|2020-09-07 03:01:50.851+00|2020-09-07 03:01:50.851+00|2702
712|covid|2020-09-07 03:04:14.968+00|2020-09-07 03:04:14.968+00|2702
713|covid|2020-09-07 03:17:20.155+00|2020-09-07 03:17:20.155+00|2702
714|covid|2020-09-07 03:22:47.32+00|2020-09-07 03:22:47.32+00|2702
715|gmo|2020-09-07 03:23:04.691+00|2020-09-07 03:23:04.691+00|2702
716|covid|2020-09-07 03:31:41.716+00|2020-09-07 03:31:41.716+00|2702
717|terror|2020-09-07 03:31:51.105+00|2020-09-07 03:31:51.105+00|2702
718|terror|2020-09-07 03:36:55.327+00|2020-09-07 03:36:55.327+00|2702
719|terror|2020-09-07 03:41:19.401+00|2020-09-07 03:41:19.401+00|2702
720|terror|2020-09-07 03:43:18.775+00|2020-09-07 03:43:18.775+00|2702
721|gmo|2020-09-07 03:43:43.59+00|2020-09-07 03:43:43.59+00|2702
722|tax|2020-09-07 03:44:09.8+00|2020-09-07 03:44:09.8+00|2702
723|food|2020-09-07 03:46:28.103+00|2020-09-07 03:46:28.103+00|2702
724|wealth|2020-09-07 03:59:00.956+00|2020-09-07 03:59:00.956+00|2709
725|wealth|2020-09-07 03:59:31.682+00|2020-09-07 03:59:31.682+00|2709
726|wealth|2020-09-07 04:00:37.165+00|2020-09-07 04:00:37.165+00|2709
727|covid|2020-09-07 04:06:50.802+00|2020-09-07 04:06:50.802+00|2301
728|stock|2020-09-07 04:52:38.472+00|2020-09-07 04:52:38.472+00|2654
729|gmo|2020-09-07 04:53:34.512+00|2020-09-07 04:53:34.512+00|2654
730|finance|2020-09-07 04:53:45.689+00|2020-09-07 04:53:45.689+00|2654
731|stock|2020-09-07 04:53:57.428+00|2020-09-07 04:53:57.428+00|2654
732|How active of a role should the United States play in world affairs|2020-09-07 05:40:26.19+00|2020-09-07 05:40:26.19+00|2719
733|How active of a role should the United States play in world affairs|2020-09-07 05:40:29.777+00|2020-09-07 05:40:29.777+00|2719
734|cov|2020-09-07 05:43:54.053+00|2020-09-07 05:43:54.053+00|2709
735|covid|2020-09-07 05:43:59.638+00|2020-09-07 05:43:59.638+00|2709
736|covid|2020-09-07 05:44:32.746+00|2020-09-07 05:44:32.746+00|2709
737|economy|2020-09-07 05:50:06.325+00|2020-09-07 05:50:06.325+00|2749
738|nuclear energy|2020-09-07 05:50:12.179+00|2020-09-07 05:50:12.179+00|2719
739|covid|2020-09-07 06:13:17.646+00|2020-09-07 06:13:17.646+00|2348
740|covid|2020-09-07 06:14:30.71+00|2020-09-07 06:14:30.71+00|2348
741|dow|2020-09-07 06:24:58.517+00|2020-09-07 06:24:58.517+00|2543
742|covid|2020-09-07 06:29:54.938+00|2020-09-07 06:29:54.938+00|2540
743|covid|2020-09-07 06:30:31.665+00|2020-09-07 06:30:31.665+00|2540
744|trump|2020-09-07 06:54:56.843+00|2020-09-07 06:54:56.843+00|2326
745|election|2020-09-07 06:55:46.129+00|2020-09-07 06:55:46.129+00|2326
746|election|2020-09-07 06:59:37.544+00|2020-09-07 06:59:37.544+00|2326
747|covid|2020-09-07 07:01:21.32+00|2020-09-07 07:01:21.32+00|2326
748|corona|2020-09-07 07:10:25.927+00|2020-09-07 07:10:25.927+00|2326
749|covid|2020-09-07 07:14:50.433+00|2020-09-07 07:14:50.433+00|2702
750|covid|2020-09-07 08:46:09.581+00|2020-09-07 08:46:09.581+00|2540
751|covid|2020-09-07 08:47:48.987+00|2020-09-07 08:47:48.987+00|2540
752|covid|2020-09-07 08:48:11.18+00|2020-09-07 08:48:11.18+00|2543
753|covid|2020-09-07 08:55:10.314+00|2020-09-07 08:55:10.314+00|2543
754|labor day|2020-09-07 09:47:05.226+00|2020-09-07 09:47:05.226+00|2750
755|laborday|2020-09-07 09:47:13.662+00|2020-09-07 09:47:13.662+00|2750
756|covid|2020-09-07 09:53:36.669+00|2020-09-07 09:53:36.669+00|2541
757|Willie|2020-09-07 09:54:26.089+00|2020-09-07 09:54:26.089+00|2388
758|covid|2020-09-07 09:55:01.822+00|2020-09-07 09:55:01.822+00|2541
759|willie|2020-09-07 09:57:38.671+00|2020-09-07 09:57:38.671+00|2388
760|covid|2020-09-07 11:00:11.156+00|2020-09-07 11:00:11.156+00|2543
761|covid|2020-09-07 11:00:38.624+00|2020-09-07 11:00:38.624+00|2543
762|dow|2020-09-07 11:39:36.354+00|2020-09-07 11:39:36.354+00|2541
763|international|2020-09-07 11:40:10.548+00|2020-09-07 11:40:10.548+00|2541
764|global|2020-09-07 11:42:09.054+00|2020-09-07 11:42:09.054+00|2541
765|""|2020-09-07 11:43:16.392+00|2020-09-07 11:43:16.392+00|2541
766|dow|2020-09-07 12:14:03.357+00|2020-09-07 12:14:03.357+00|2544
767|global warming|2020-09-07 12:20:30.409+00|2020-09-07 12:20:30.409+00|2389
768|allison|2020-09-07 12:21:19.974+00|2020-09-07 12:21:19.974+00|2389
769|economy|2020-09-07 12:21:57.779+00|2020-09-07 12:21:57.779+00|2389
770|dow|2020-09-07 12:25:23.091+00|2020-09-07 12:25:23.091+00|2543
771|dow|2020-09-07 12:25:33.097+00|2020-09-07 12:25:33.097+00|2543
772|dow|2020-09-07 12:27:04.976+00|2020-09-07 12:27:04.976+00|2543
773|allison 3206|2020-09-07 12:32:42.486+00|2020-09-07 12:32:42.486+00|2390
774|willie_4763|2020-09-07 12:40:58.695+00|2020-09-07 12:40:58.695+00|2389
775|covid|2020-09-07 12:41:46.971+00|2020-09-07 12:41:46.971+00|2544
776|willie_4763|2020-09-07 12:42:25.772+00|2020-09-07 12:42:25.772+00|2389
777|Covid|2020-09-07 12:48:04.573+00|2020-09-07 12:48:04.573+00|2317
778|Jamal_4475|2020-09-07 12:49:44.575+00|2020-09-07 12:49:44.575+00|2389
779|Malik_7556|2020-09-07 12:50:14.153+00|2020-09-07 12:50:14.153+00|2389
780|Malik_7556|2020-09-07 12:56:26.829+00|2020-09-07 12:56:26.829+00|2389
781|allison_2018|2020-09-07 13:21:35.611+00|2020-09-07 13:21:35.611+00|2391
782|Allison_2018|2020-09-07 13:30:59.904+00|2020-09-07 13:30:59.904+00|2391
783|jacob_1907|2020-09-07 13:49:48.918+00|2020-09-07 13:49:48.918+00|1976
784|Jacob_1907|2020-09-07 13:50:08.129+00|2020-09-07 13:50:08.129+00|1976
785|Jacob_1907|2020-09-07 13:50:26.958+00|2020-09-07 13:50:26.958+00|1976
786|""|2020-09-07 13:52:50.074+00|2020-09-07 13:52:50.074+00|2358
787|green|2020-09-07 13:55:14.379+00|2020-09-07 13:55:14.379+00|2593
788|Allison_3206|2020-09-07 14:00:26.421+00|2020-09-07 14:00:26.421+00|2391
789|Allison_3206|2020-09-07 14:02:40.09+00|2020-09-07 14:02:40.09+00|2391
790|jacbo|2020-09-07 14:21:03.228+00|2020-09-07 14:21:03.228+00|1976
791|jacob|2020-09-07 14:21:05.052+00|2020-09-07 14:21:05.052+00|1976
792|""|2020-09-07 14:39:14.615+00|2020-09-07 14:39:14.615+00|2588
793|te|2020-09-07 14:39:55.241+00|2020-09-07 14:39:55.241+00|1976
794|jaco|2020-09-07 14:39:57.59+00|2020-09-07 14:39:57.59+00|1976
795|covid|2020-09-07 14:40:05.871+00|2020-09-07 14:40:05.871+00|1976
796|""|2020-09-07 14:41:07.173+00|2020-09-07 14:41:07.173+00|2588
797|medicare|2020-09-07 14:44:03.693+00|2020-09-07 14:44:03.693+00|2588
798|econo|2020-09-07 14:49:19.937+00|2020-09-07 14:49:19.937+00|2620
799|Willie_3206|2020-09-07 14:51:24.696+00|2020-09-07 14:51:24.696+00|2391
800|ambient|2020-09-07 14:51:43.612+00|2020-09-07 14:51:43.612+00|2620
801|Willie_4763|2020-09-07 14:51:58.528+00|2020-09-07 14:51:58.528+00|2391
802|Economy|2020-09-07 14:52:15.364+00|2020-09-07 14:52:15.364+00|2620
803|eeuu|2020-09-07 14:55:54.804+00|2020-09-07 14:55:54.804+00|2620
804|mundi|2020-09-07 14:56:06.114+00|2020-09-07 14:56:06.114+00|2620
805|mundial|2020-09-07 14:56:19.143+00|2020-09-07 14:56:19.143+00|2620
806|world|2020-09-07 14:56:36.388+00|2020-09-07 14:56:36.388+00|2620
807|too much|2020-09-07 14:58:48.095+00|2020-09-07 14:58:48.095+00|2588
808|word|2020-09-07 14:59:35.511+00|2020-09-07 14:59:35.511+00|2620
809|word|2020-09-07 14:59:38.884+00|2020-09-07 14:59:38.884+00|2620
810|word|2020-09-07 14:59:58.34+00|2020-09-07 14:59:58.34+00|2620
811|""|2020-09-07 15:00:01.761+00|2020-09-07 15:00:01.761+00|2620
812|kathryn|2020-09-07 15:00:42.644+00|2020-09-07 15:00:42.644+00|2558
813|jack|2020-09-07 15:01:24.551+00|2020-09-07 15:01:24.551+00|2558
814|bradley|2020-09-07 15:01:45.281+00|2020-09-07 15:01:45.281+00|2558
815|molly|2020-09-07 15:02:42.113+00|2020-09-07 15:02:42.113+00|2558
816|emily|2020-09-07 15:02:53.294+00|2020-09-07 15:02:53.294+00|2558
817|jacob|2020-09-07 15:13:06.087+00|2020-09-07 15:13:06.087+00|2559
818|jack|2020-09-07 15:15:09.402+00|2020-09-07 15:15:09.402+00|2559
819|bradley|2020-09-07 15:15:28.628+00|2020-09-07 15:15:28.628+00|2559
820|Allison_2018|2020-09-07 15:22:10.169+00|2020-09-07 15:22:10.169+00|2391
821|jacob|2020-09-07 15:24:30.375+00|2020-09-07 15:24:30.375+00|2560
822|Malik_7556|2020-09-07 15:24:43.191+00|2020-09-07 15:24:43.191+00|2391
823|kathryn|2020-09-07 15:26:01.18+00|2020-09-07 15:26:01.18+00|2560
824|government|2020-09-07 15:29:46.59+00|2020-09-07 15:29:46.59+00|2588
825|molly|2020-09-07 15:47:56.772+00|2020-09-07 15:47:56.772+00|2563
826|bradley|2020-09-07 15:48:26.547+00|2020-09-07 15:48:26.547+00|2563
827|Allison_3206|2020-09-07 15:48:48.34+00|2020-09-07 15:48:48.34+00|2390
828|covid|2020-09-07 16:24:58.577+00|2020-09-07 16:24:58.577+00|2545
829|dow|2020-09-07 16:33:58.282+00|2020-09-07 16:33:58.282+00|2543
830|dow|2020-09-07 16:47:49.291+00|2020-09-07 16:47:49.291+00|2543
831|jacob|2020-09-07 17:28:47.79+00|2020-09-07 17:28:47.79+00|1976
832|Healthcare|2020-09-07 17:33:57.89+00|2020-09-07 17:33:57.89+00|2649
833|Medicare|2020-09-07 17:34:44.289+00|2020-09-07 17:34:44.289+00|2649
834|covid|2020-09-07 17:40:40.185+00|2020-09-07 17:40:40.185+00|2541
835|covid|2020-09-07 17:41:44.768+00|2020-09-07 17:41:44.768+00|2545
836|covid|2020-09-07 17:43:42.35+00|2020-09-07 17:43:42.35+00|2541
837|dow|2020-09-07 17:47:53.36+00|2020-09-07 17:47:53.36+00|2541
838|corona|2020-09-07 17:49:36.239+00|2020-09-07 17:49:36.239+00|2702
839|dow|2020-09-07 17:49:37.031+00|2020-09-07 17:49:37.031+00|2655
840|Gno|2020-09-07 17:50:39.959+00|2020-09-07 17:50:39.959+00|2649
841|Gmo|2020-09-07 17:50:47.759+00|2020-09-07 17:50:47.759+00|2649
842|covid|2020-09-07 17:51:24.339+00|2020-09-07 17:51:24.339+00|2541
843|covid|2020-09-07 17:59:19.444+00|2020-09-07 17:59:19.444+00|2337
844|Dow|2020-09-07 17:59:19.445+00|2020-09-07 17:59:19.445+00|2649
846|dow|2020-09-07 18:13:12.179+00|2020-09-07 18:13:12.179+00|2541
847|dow|2020-09-07 18:27:39.656+00|2020-09-07 18:27:39.656+00|2655
848|covid|2020-09-07 18:32:43.039+00|2020-09-07 18:32:43.039+00|2655
849|covid|2020-09-07 18:35:03.075+00|2020-09-07 18:35:03.075+00|2655
850|word|2020-09-07 18:53:00.314+00|2020-09-07 18:53:00.314+00|2620
851|""|2020-09-07 18:53:05.049+00|2020-09-07 18:53:05.049+00|2620
852|Economy|2020-09-07 18:53:25.256+00|2020-09-07 18:53:25.256+00|2620
853|""|2020-09-07 18:54:44.81+00|2020-09-07 18:54:44.81+00|2620
854|""|2020-09-07 18:56:35.022+00|2020-09-07 18:56:35.022+00|2620
855|Allison_3206|2020-09-07 19:35:05.822+00|2020-09-07 19:35:05.822+00|2387
856|willie_4763|2020-09-07 19:50:04.803+00|2020-09-07 19:50:04.803+00|2387
857|willie_4763|2020-09-07 19:52:11.311+00|2020-09-07 19:52:11.311+00|2387
858|Allison_3206|2020-09-07 20:25:10.187+00|2020-09-07 20:25:10.187+00|2387
859|Jamal_4473|2020-09-07 20:26:14.702+00|2020-09-07 20:26:14.702+00|2387
860|Allison_3341|2020-09-07 20:40:24.451+00|2020-09-07 20:40:24.451+00|2701
861|wealth|2020-09-07 20:50:05.415+00|2020-09-07 20:50:05.415+00|2593
862|tax|2020-09-07 20:54:05.001+00|2020-09-07 20:54:05.001+00|2638
863|taxes|2020-09-07 20:55:27.17+00|2020-09-07 20:55:27.17+00|2638
864|taxes|2020-09-07 20:55:28.975+00|2020-09-07 20:55:28.975+00|2638
865|wealth|2020-09-07 20:55:39.178+00|2020-09-07 20:55:39.178+00|2638
866|nuclear|2020-09-07 20:58:15.967+00|2020-09-07 20:58:15.967+00|2655
